Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2IUw7zZ0tyOBePnWKOA1hM,"7EA0bLf8dXCIUkwC3lnaJa","Seasons (f. Masta Ace) [Deluxe Edition]","Southernunderground [Deluxe Edition]","Cunninlynguists",2010-02-02,215840,41,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:21Z,"alternative hip hop,underground rap",0.653,0.76,2,-6.434,1,0.358,0.059,0.0000135,0.327,0.657,90.15,4
5t1clpRLEOjsUhLqHJdh9C,"7EA0bLf8dXCIUkwC3lnaJa","Appreciation Remix (f. Cashmere The Pro) [Deluxe Edition]","Southernunderground [Deluxe Edition]","Cunninlynguists",2010-02-02,206689,12,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:21Z,"alternative hip hop,underground rap",0.628,0.538,11,-9.937,0,0.425,0.824,0.0424,0.094,0.573,88.47,4
5Vrt3bMWoeZ5BnWgtmppB0,"7EA0bLf8dXCIUkwC3lnaJa,6tJRz44hifa2rNseM7RoTt","The Gates (Live) [feat. Tonedeff]","A Piece of Strange Live In NYC 2009","Cunninlynguists,Tonedeff",2016-02-10,282180,4,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:21Z,"alternative hip hop,underground rap",0.441,0.451,7,-15.255,0,0.1,0.489,0.0000213,0.113,0.239,88.367,4
7gtJpIRVcNmIaksF3n8vTb,"7EA0bLf8dXCIUkwC3lnaJa,5aT17xeJvLkL1dIiGIPhvw","Red, White & Blues (feat. Jason Coffey)","Rose Azura Njano","Cunninlynguists,Jason Coffey",2017-10-06,226740,16,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:22Z,"alternative hip hop,underground rap",0.584,0.587,1,-12.114,1,0.391,0.146,0.000416,0.0681,0.212,92.012,4
4TfX9RvDnfP9LyEx0T8LXD,"7EA0bLf8dXCIUkwC3lnaJa","Riot!","Rose Azura Njano","Cunninlynguists",2017-10-06,244319,17,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:22Z,"alternative hip hop,underground rap",0.734,0.705,1,-12.673,0,0.173,0.0426,0.00000196,0.339,0.712,89.02,4
4FzLl1reeywoaaRQHQuBvq,"7EA0bLf8dXCIUkwC3lnaJa","Red Bird","Rose Azura Njano","Cunninlynguists",2017-10-06,261045,15,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:22Z,"alternative hip hop,underground rap",0.455,0.475,10,-10.823,0,0.145,0.264,0.164,0.163,0.292,85.986,4
4id8OniyLXKp4b1ydr5kX2,"7EA0bLf8dXCIUkwC3lnaJa","Violet (The Upper Room)","Rose Azura Njano","Cunninlynguists",2017-10-06,227000,34,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:23Z,"alternative hip hop,underground rap",0.467,0.549,10,-9.761,0,0.46,0.748,0.0000884,0.358,0.169,180.189,4
58GexvnWgWgUDSNifk0ZcL,"7EA0bLf8dXCIUkwC3lnaJa,0BP32P79gQrCIz9ZvWkBno","Gone (feat. Trizz)","Rose Azura Njano","Cunninlynguists,Trizz",2017-10-06,219400,29,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:23Z,"alternative hip hop,underground rap",0.445,0.506,0,-10.074,0,0.151,0.191,0,0.135,0.4,85.195,4
07hqfQqXezapmZbnaXVEMT,"7EA0bLf8dXCIUkwC3lnaJa","Any Way the Wind Blows","Rose Azura Njano","Cunninlynguists",2017-10-06,256000,21,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:23Z,"alternative hip hop,underground rap",0.731,0.711,10,-9.453,0,0.113,0.135,0.00183,0.0573,0.785,90.988,4
2ix9lsI5huuQAzevjxTvev,"7EA0bLf8dXCIUkwC3lnaJa","Mr. Morganfield & Ms. Waters (A-Side)","Rose Azura Njano","Cunninlynguists",2017-10-06,216200,19,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:24Z,"alternative hip hop,underground rap",0.495,0.459,4,-12.006,0,0.103,0.101,0.0000243,0.064,0.442,94.131,3
357Um6bP6x0GWBp2t9j6SP,"7EA0bLf8dXCIUkwC3lnaJa","Jimi & Andre (B-Side)","Rose Azura Njano","Cunninlynguists",2017-10-06,245546,13,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:24Z,"alternative hip hop,underground rap",0.397,0.506,9,-11.058,0,0.18,0.172,0.00000202,0.0678,0.392,187.445,3
1uhmLH39NFZDbmkxqIP2VA,"7EA0bLf8dXCIUkwC3lnaJa","Hustlers","Rose Azura Njano","Cunninlynguists",2017-10-06,210000,16,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:24Z,"alternative hip hop,underground rap",0.685,0.341,9,-14.12,1,0.0555,0.12,0.00324,0.415,0.208,93.996,4
2kU9agsuViTnP69GShmTyk,"7EA0bLf8dXCIUkwC3lnaJa,5TnWEhZ5lJ98S3K6TxmEk8","Oh Honey (feat. Farah Elle)","Rose Azura Njano","Cunninlynguists,Farah Elle",2017-10-06,202500,21,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:25Z,"alternative hip hop,underground rap,dublin indie",0.703,0.574,0,-13.974,1,0.25,0.0712,0.00536,0.254,0.233,109.988,4
0Wpxz10o0PRNhNBm3EFupZ,"7EA0bLf8dXCIUkwC3lnaJa","No Universe Without Harmony","Rose Azura Njano","Cunninlynguists",2017-10-06,196500,17,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:25Z,"alternative hip hop,underground rap",0.621,0.805,11,-9.35,1,0.0771,0.00554,0.00668,0.114,0.864,167.969,4
6BZsXEdr87ofT4PZKL7TSY,"7EA0bLf8dXCIUkwC3lnaJa","Earth to Venus (Tiny Orange Star)","Rose Azura Njano","Cunninlynguists",2017-10-06,204747,13,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:25Z,"alternative hip hop,underground rap",0.812,0.497,11,-8.184,0,0.105,0.553,0,0.0528,0.474,95.003,4
2icouZbxwqoL63gHhO2vGd,"4P0dddbxPil35MNN9G2MEX","I Wanna Get High","Black Sunday","Cypress Hill",1993-07-20,174600,58,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:26Z,"chicano rap,gangster rap,hip hop,rap rock,west coast rap",0.734,0.525,3,-14.826,0,0.27,0.0773,0.31,0.0735,0.332,81.936,4
57wqfAbMixoPsQMkKsWWSV,"4P0dddbxPil35MNN9G2MEX","When the Ship Goes Down","Black Sunday (Radio Version)","Cypress Hill",1993-07-20,192706,32,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:26Z,"chicano rap,gangster rap,hip hop,rap rock,west coast rap",0.893,0.432,4,-10.766,0,0.195,0.0554,0.94,0.357,0.471,96.107,4
2jaCU99LSbJeQiFue57ORT,"4P0dddbxPil35MNN9G2MEX","Lick a Shot","Black Sunday","Cypress Hill",1993-07-20,203600,42,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:27Z,"chicano rap,gangster rap,hip hop,rap rock,west coast rap",0.551,0.685,8,-10.738,1,0.273,0.0634,0.808,0.127,0.728,147.25,5
0cfqYhY6B8PbGF9vaVNUeG,"4P0dddbxPil35MNN9G2MEX","Hits from the Bong","Black Sunday","Cypress Hill",1993-07-20,160866,67,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:27Z,"chicano rap,gangster rap,hip hop,rap rock,west coast rap",0.803,0.578,1,-13.264,1,0.182,0.0103,0.812,0.199,0.499,92.175,4
5JU11Qh4eT0ZCxuKe08jAw,"4P0dddbxPil35MNN9G2MEX","What Go Around Come Around, Kid","Black Sunday","Cypress Hill",1993-07-20,222066,42,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:27Z,"chicano rap,gangster rap,hip hop,rap rock,west coast rap",0.859,0.43,10,-12.272,0,0.173,0.0664,0.748,0.327,0.814,90.419,4
6mlvXtUktQoYOf8BcHIU9T,"4P0dddbxPil35MNN9G2MEX","Break 'Em Off Some","Black Sunday","Cypress Hill",1993-07-20,164866,39,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:28Z,"chicano rap,gangster rap,hip hop,rap rock,west coast rap",0.795,0.663,7,-12.228,1,0.143,0.0042,0.384,0.207,0.663,112.964,4
434tfsuXXgs7muK9KebirA,"4John8fJ3LKqFho0pselVr,2pAWfrd7WFF3XhVt9GooDL","Captain Crunch","Czarface Meets Metal Face","CZARFACE,MF DOOM",2018-03-30,237512,34,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:28Z,"alternative hip hop,east coast hip hop,hip hop,instrumental hip hop,rap",0.481,0.767,9,-10.014,0,0.424,0.00683,0.00000248,0.3,0.74,87.949,4
7lqEuhNhBbpKzgqZEA9y3z,"2efzHZrUGhawnSOTpyAHOQ,0YsLR3SQd5QTXAhGIGX7cl,4fv5w0LJib9OMbXQegqZ01,2s0438sn0pYL2OuukcFqPN","Memory Loss","Deltron 3030","Deltron 3030,Del The Funky Homosapien,Dan The Automator,Kid Koala",2000,279280,32,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:29Z,"abstract hip hop,afrofuturism,alternative hip hop,psychedelic hip hop,hip hop,oakland hip hop,scratch,turntablism,montreal indie,trip hop",0.776,0.666,1,-9.664,1,0.17,0.209,0.000457,0.114,0.814,90.936,4
4DgImhJ5lY30bQdY6zVsb4,"6fxyWrfmjcbj5d12gXeiNV","Bloodshed","13","Denzel Curry",2017-06-26,201398,32,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:29Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.665,0.827,1,-5.597,1,0.147,0.13,0,0.351,0.12,143.026,4
5yplT3WzriMaDp31SsI0Uc,"6fxyWrfmjcbj5d12gXeiNV","Hate Government","13","Denzel Curry",2017-06-26,95806,33,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:29Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.785,0.878,8,-5.062,1,0.182,0.171,0,0.203,0.483,124.012,4
6m5WyA5fWUnoVLMQ6YgqDf,"6fxyWrfmjcbj5d12gXeiNV","Heartless","13","Denzel Curry",2017-06-26,140425,26,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:30Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.596,0.794,10,-5.565,1,0.0431,0.00437,0.000597,0.116,0.344,140.915,4
4VYmdTVFXDq0LtYMoVswTv,"6fxyWrfmjcbj5d12gXeiNV","TABOO | TA13OO","TA13OO","Denzel Curry",2018-07-27,197440,51,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:30Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.441,0.594,1,-8.271,1,0.166,0.269,0,0.143,0.491,139.28,4
5mexbTuWx9d8DPZk4sDGF4,"6fxyWrfmjcbj5d12gXeiNV,0G57ms4DD5dn6wXwuFOLdO,5XenQ7XfcvQdfIbpLEFaKQ","BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK]","TA13OO","Denzel Curry,Twelve'len,GoldLink",2018-07-27,210960,56,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:30Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop,indie hip hop,alternative r&b",0.551,0.725,1,-7.619,0,0.189,0.194,0,0.0956,0.692,99.919,4
5ZJABzmKr9flocrtQqbINO,"6fxyWrfmjcbj5d12gXeiNV,5YISXQmwJp2dSzlQiEaB6N","CASH MANIAC | CAZH MAN1AC [FEAT. NYYJERYA]","TA13OO","Denzel Curry,Nyyjerya",2018-07-27,198773,46,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:31Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.544,0.694,11,-6.648,0,0.428,0.0872,0,0.508,0.4,119.005,3
7EHAXZenBzmGCpccWCyg8z,"6fxyWrfmjcbj5d12gXeiNV","SUMO | ZUMO","TA13OO","Denzel Curry",2018-07-27,227373,51,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:31Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.822,0.861,11,-8.846,1,0.0832,0.25,0.00007,0.164,0.548,123.964,4
3HXSQWIyz7CUEI96kUurwn,"6fxyWrfmjcbj5d12gXeiNV","SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN","TA13OO","Denzel Curry",2018-07-27,132813,48,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:31Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.76,0.715,1,-7.128,1,0.0428,0.0543,0.00000907,0.119,0.0479,142.035,4
7oopoWQa0jicMSf9SFtxMK,"6fxyWrfmjcbj5d12gXeiNV","SWITCH IT UP | ZWITCH 1T UP","TA13OO","Denzel Curry",2018-07-27,175906,47,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:32Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.567,0.723,9,-5.33,0,0.29,0.0121,0,0.264,0.272,128.463,4
6xXYFVsFDGSLNzeE9zGCiL,"6fxyWrfmjcbj5d12gXeiNV","MAD I GOT IT | MAD 1 GOT 1T","TA13OO","Denzel Curry",2018-07-27,232293,45,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:32Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.715,0.57,0,-7.682,0,0.172,0.222,0.00000232,0.343,0.371,107.766,4
2LNMhZ3YijTO7USmqjgJfG,"6fxyWrfmjcbj5d12gXeiNV","CLOUT COBAIN | CLOUT CO13A1N","TA13OO","Denzel Curry",2018-07-27,231333,59,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:32Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.794,0.448,10,-4.771,0,0.0539,0.591,0,0.109,0.588,120.055,4
6FhEDaaRFyPRMYqhhXivO9,"6fxyWrfmjcbj5d12gXeiNV","THE BLACKEST BALLOON | THE 13LACKEZT 13ALLOON","TA13OO","Denzel Curry",2018-07-27,175173,43,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:33Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.843,0.468,1,-7.601,1,0.156,0.0123,0.00331,0.12,0.0934,145.005,4
2NjeQLvFsfeKdZoA7dbfL1,"6fxyWrfmjcbj5d12gXeiNV","PERCS | PERCZ","TA13OO","Denzel Curry",2018-07-27,186626,48,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:33Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.707,0.617,6,-8.446,0,0.21,0.0222,0,0.345,0.534,160.003,4
4d8BSdhx6WT5GtTOWpv4rh,"6fxyWrfmjcbj5d12gXeiNV,6yJ6QQ3Y5l0s0tn7b0arrO,4G1zP5i0r57g1c1CxrPhfM","VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1]","TA13OO","Denzel Curry,JPEGMAFIA,ZillaKami",2018-07-27,240213,52,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:34Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop,alternative hip hop,experimental hip hop,industrial hip hop",0.729,0.799,11,-6.136,0,0.111,0.0573,0.00000418,0.289,0.439,144.025,4
5vm7y9SmcH0S1NOQanb8rQ,"6fxyWrfmjcbj5d12gXeiNV","BLACK METAL TERRORIST | 13 M T","TA13OO","Denzel Curry",2018-07-27,161626,46,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:34Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.626,0.659,0,-8.324,0,0.129,0.0182,0.00000101,0.348,0.112,77.005,4
5z5cd8eYfMXYk2xd1mEXrP,"56OMwqr8qaLIRH4ZrvvdXq","Back Again","20/20","Dilated Peoples",2006-02-21,242026,34,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:35Z,"alternative hip hop,hardcore hip hop,hip hop,west coast rap",0.547,0.804,7,-5.486,1,0.101,0.00611,0.00302,0.11,0.799,111.934,5
2WZNtFkDuOruMiVbzWNCVc,"56OMwqr8qaLIRH4ZrvvdXq","Love And War","Neighborhood Watch","Dilated Peoples",2004-04-06,226580,27,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:35Z,"alternative hip hop,hardcore hip hop,hip hop,west coast rap",0.715,0.914,10,-5.618,0,0.236,0.00547,0.00000159,0.0797,0.744,92.213,4
0vonGlSTjuQYe0yYJkU2Rf,"56OMwqr8qaLIRH4ZrvvdXq","World On Wheels","Neighborhood Watch","Dilated Peoples",2004-04-06,236546,24,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:36Z,"alternative hip hop,hardcore hip hop,hip hop,west coast rap",0.607,0.841,10,-7.723,0,0.374,0.0054,0.0000185,0.963,0.69,176.17,4
4cqJeW97wscsTdYfrHOfHN,"56OMwqr8qaLIRH4ZrvvdXq","Live On Stage","Expansion Team","Dilated Peoples",2001-10-23,281866,33,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:36Z,"alternative hip hop,hardcore hip hop,hip hop,west coast rap",0.645,0.842,4,-7.369,0,0.36,0.0143,0,0.353,0.638,93.402,4
2naLFkxeEVmSotaaiArS40,"5CE2IfdYZEQGIDsfiRm8SI,4OydvmAsJa7r6W8Q0xwkI7,0lEssBAxQl2In4RpaB1C2Y","Stay The Course","The Less You Know, The Better","DJ Shadow,Posdnuos,Talib Kweli",2011-01-01,216321,18,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:36Z,"downtempo,electronica,instrumental hip hop,trip hop,bronx hip hop,conscious hip hop,east coast hip hop",0.859,0.912,1,-6.633,0,0.14,0.0943,0.000013,0.0848,0.771,105.976,4
51iv7sygkZ0wKJ00dLgr63,"5CE2IfdYZEQGIDsfiRm8SI","Slingblade","Our Pathetic Age","DJ Shadow",2019-11-15,238577,20,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:37Z,"downtempo,electronica,instrumental hip hop,trip hop",0.65,0.469,7,-8.842,0,0.0385,0.00395,0.677,0.0876,0.319,139.954,4
7GTB9e2B7NVjmfrnvptECB,"5CE2IfdYZEQGIDsfiRm8SI","Juggernaut","Our Pathetic Age","DJ Shadow",2019-11-15,331693,17,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:37Z,"downtempo,electronica,instrumental hip hop,trip hop",0.527,0.778,11,-11.447,0,0.49,0.191,0.496,0.0761,0.15,150.073,4
0Pjdk3s2iQNVOejYMU810d,"5CE2IfdYZEQGIDsfiRm8SI","Beauty, Power, Motion, Life, Work, Chaos, Law","Our Pathetic Age","DJ Shadow",2019-11-15,126880,17,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:38Z,"downtempo,electronica,instrumental hip hop,trip hop",0.421,0.855,1,-12.13,1,0.0468,0.00159,0.649,0.821,0.346,129.73,4
4x487Pz0HAvd5s1dFp1g2z,"5CE2IfdYZEQGIDsfiRm8SI","Firestorm","Our Pathetic Age","DJ Shadow",2019-11-15,239226,17,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:38Z,"downtempo,electronica,instrumental hip hop,trip hop",0.356,0.34,2,-14.542,0,0.0298,0.575,0.914,0.0897,0.104,107.504,4
2WuaOLQPX77LjlJ83XMxnE,"5CE2IfdYZEQGIDsfiRm8SI","If I Died Today","Our Pathetic Age","DJ Shadow",2019-11-15,144946,18,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:38Z,"downtempo,electronica,instrumental hip hop,trip hop",0.724,0.809,1,-9.326,1,0.0341,0.00255,0.493,0.0602,0.628,101.597,4
0nE9wlAuZboevnbOBGYPdT,"5CE2IfdYZEQGIDsfiRm8SI","My Lonely Room","Our Pathetic Age","DJ Shadow",2019-11-15,337266,17,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:39Z,"downtempo,electronica,instrumental hip hop,trip hop",0.509,0.639,5,-8.921,0,0.0517,0.00778,0.876,0.0737,0.0328,169.972,4
66kcunhOKLzQ33F36knknu,"5CE2IfdYZEQGIDsfiRm8SI","We Are Always Alone","Our Pathetic Age","DJ Shadow",2019-11-15,227560,15,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:39Z,"downtempo,electronica,instrumental hip hop,trip hop",0.631,0.367,2,-11.793,1,0.0822,0.0108,0.911,0.222,0.0372,114.87,4
5LALGxzq4bUqFb5PXKuSOr,"5CE2IfdYZEQGIDsfiRm8SI,0TpNu4QOfClv2XvkQupPtb,52qaMGXTvzSgbjiGeYOdKl,0Ioe2lDGu58W59jJkUgyGX","C.O.N.F.O.R.M. (feat. Gift of Gab, Lateef the Truth Speaker, Infamous Taz)","Our Pathetic Age","DJ Shadow,Gift Of Gab,Lateef The Truth Speaker,Infamous Taz",2019-11-15,171533,28,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:39Z,"downtempo,electronica,instrumental hip hop,trip hop",0.684,0.978,6,-5.446,0,0.136,0.181,0.000151,0.135,0.224,95.977,4
3vSmjwgpKPOK0IJtBTvulO,"5CE2IfdYZEQGIDsfiRm8SI,6qwy9MvAc9oqGbQtNFv098,756NoOcgvWWKcv1RazZ8O9","Dark Side of the Heart (feat. Fantastic Negrito, Jump Is Dr.Ama)","Our Pathetic Age","DJ Shadow,Fantastic Negrito,Jumbo is Dr.ama",2019-11-15,229893,14,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:40Z,"downtempo,electronica,instrumental hip hop,trip hop",0.65,0.517,5,-8.379,0,0.0334,0.0767,0.0162,0.0855,0.358,86.971,4
7eTa2VvJOkdcTrS4hliy6M,"5CE2IfdYZEQGIDsfiRm8SI,4sfhX4TAhZ7KlbMnYAROQS","Our Pathetic Age (feat. Sam Herring)","Our Pathetic Age","DJ Shadow,Sam Herring",2019-11-15,277933,33,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:40Z,"downtempo,electronica,instrumental hip hop,trip hop",0.719,0.499,2,-7.155,1,0.0323,0.000514,0.106,0.385,0.293,107.002,4
3ugv41N2ha2Ye7sBa4enp9,"7dr3cSEOIZ6tBrm4y1wsnr","Area 54","Moosebumps: an exploration into modern day horripilation","Dr. Octagon",2018-04-06,243986,13,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:40Z,"abstract hip hop,afrofuturism,alternative hip hop,bronx hip hop,turntablism",0.814,0.866,7,-6.156,1,0.145,0.0529,0.000575,0.842,0.648,107.053,4
4ZMcU9RJ3oeIQWpza5KK9D,"3zpKjsMg2gw1St5WcWoUJN","I'm Mad","Business As Usual","EPMD",1990-12-15,222093,21,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:41Z,"east coast hip hop,golden age hip hop,hip hop,old school hip hop",0.7,0.713,0,-9.824,1,0.342,0.103,0,0.364,0.553,108.583,4
4nBZIQ14fOYMxJvgbvHQpJ,"6jHG1YQkqgojdEzerwvrVv","Know The Ledge","Don't Sweat The Technique","Eric B. & Rakim",1992-06-23,238866,49,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:41Z,"bboy,east coast hip hop,golden age hip hop,hip hop,old school hip hop",0.794,0.88,8,-9.77,1,0.162,0.0289,0.0000252,0.0683,0.847,115.666,4
1p80AptLonBW0VilSi6xFj,"6jHG1YQkqgojdEzerwvrVv","Follow The Leader","Follow The Leader","Eric B. & Rakim",1988-07-25,336866,40,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:41Z,"bboy,east coast hip hop,golden age hip hop,hip hop,old school hip hop",0.787,0.623,10,-18.273,0,0.178,0.19,0.00000455,0.107,0.818,109.906,4
6eHTpGwBsuo5Jb4cwAfhIu,"6VfeYClQyVUCPJdXb9jl3O,7LSCBbEAuCqQqE0MGszyKl","Chase The Clouds Away","The Weatherman LP","Evidence,DJ Babu",2007-03-20,238793,29,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:42Z,"alternative hip hop,boom bap,east coast hip hop,instrumental hip hop,turntablism",0.609,0.731,10,-4.688,1,0.0576,0.309,0.00000937,0.247,0.486,86.988,4
1yD7ro1pMh6UVL13AMebEs,"53jUEBC2whloRpELoilcy3","James","True Hallucinations","Ex Cops",2013,167440,4,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:42Z,"popgaze",0.46,0.808,9,-7.571,1,0.039,0.0641,0.0114,0.37,0.817,134.061,4
1TPMenrWdJ2Lh8JR4d4HNL,"6sDyTDjzGxcvyhLn5x9RyY","Manna (Moses)","Manna EP","Fashawn",2017-08-11,230460,6,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:43Z,"alternative hip hop,soul flow",0.614,0.904,2,-5.207,1,0.252,0.0257,0,0.281,0.159,152.577,4
5qimJ3FY8vI7g2uiRoEAbs,"6sDyTDjzGxcvyhLn5x9RyY","Crack Amerikkka","Manna EP","Fashawn",2017-08-11,177805,1,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:43Z,"alternative hip hop,soul flow",0.637,0.473,1,-11.444,1,0.277,0.461,0.000475,0.159,0.0501,68.647,4
1knBonS97IrNLUL7tYuASd,"6sDyTDjzGxcvyhLn5x9RyY","Afraid","Manna EP","Fashawn",2017-08-11,171083,5,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:43Z,"alternative hip hop,soul flow",0.747,0.719,11,-6.333,0,0.313,0.181,0.00000641,0.174,0.639,90.076,4
6WLQx6Cr6s4hbgX7g3HdEz,"6sDyTDjzGxcvyhLn5x9RyY","Proud","Manna EP","Fashawn",2017-08-11,192072,2,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:44Z,"alternative hip hop,soul flow",0.592,0.916,10,-6.463,0,0.38,0.225,0,0.129,0.422,79.964,4
4znAIll8orsUaNxvx3BXFs,"6sDyTDjzGxcvyhLn5x9RyY","Celebration","Manna EP","Fashawn",2017-08-11,274877,3,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:44Z,"alternative hip hop,soul flow",0.593,0.806,5,-9.197,0,0.21,0.608,0.0000423,0.146,0.578,88.459,4
3zzXMPWzmCRpnbSgWUJam4,"6sDyTDjzGxcvyhLn5x9RyY","Clouds Above","Manna EP","Fashawn",2017-08-11,173598,3,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:45Z,"alternative hip hop,soul flow",0.644,0.61,0,-9.996,1,0.172,0.359,0.000276,0.127,0.439,83.029,4
