Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5mxVKAuunOKqcBfR5ivbRf,"67ei8ib6PLT1w3OkhIb4fB,2GHclqNVjqGuiE5mA7BEoc","Respiration","Mos Def & Talib Kweli Are Black Star","Black Star,Common",1998-09-29,365333,49,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:30:55Z,"east coast hip hop,hip hop,political hip hop,alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop",0.54,0.738,6,-5.34,0,0.446,0.272,0,0.199,0.528,178.727,4
1DzoBoEn3Gytug94dfsdtS,"42Np3r8zXnaKcjLQsQSjyG,4cMqpXup2gpYpeQFMZkLYD,01x5ptnxpTHKHkvaDdYDkn","Passion","Blazing Arrow","Blackalicious,Rakaa,Babu",2002-04-30,234773,22,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:30:55Z,"alternative hip hop,hip hop",0.802,0.896,5,-4.887,0,0.262,0.114,0,0.319,0.381,88.107,4
70t6E20YAGZPjTLxNKbDVf,"567CChDKZrtF4rnk2r5JeP","Soul Provider","In The Beginning: Before The Heavens","Blu & Exile",2017-10-20,231698,13,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:30:56Z,"alternative hip hop,jazz rap",0.67,0.885,2,-2.807,1,0.331,0.0474,0,0.214,0.685,89.727,4
2GFr1qKDZcByge6O956l2B,"567CChDKZrtF4rnk2r5JeP","Another Day","In The Beginning: Before The Heavens","Blu & Exile",2017-10-20,233734,30,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:30:56Z,"alternative hip hop,jazz rap",0.815,0.701,7,-6.382,1,0.411,0.582,0,0.117,0.729,95.031,4
4xQqSxEGkh4iDGQ4NWuNgW,"567CChDKZrtF4rnk2r5JeP","Party Of Two","In The Beginning: Before The Heavens","Blu & Exile",2017-10-20,198594,19,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:30:57Z,"alternative hip hop,jazz rap",0.812,0.617,11,-3.754,0,0.27,0.042,0,0.221,0.873,94.99,4
6lpRNV1NQpURqiRi1GvDkU,"567CChDKZrtF4rnk2r5JeP","On The Radio","In The Beginning: Before The Heavens","Blu & Exile",2017-10-20,253961,10,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:30:57Z,"alternative hip hop,jazz rap",0.707,0.909,7,-2.847,1,0.154,0.2,0,0.304,0.677,90.796,4
2z4kbYR3g5ehwY8oZ8xPKA,"567CChDKZrtF4rnk2r5JeP","You’re Gonna Die Someday","In The Beginning: Before The Heavens","Blu & Exile",2017-10-20,294575,8,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:30:57Z,"alternative hip hop,jazz rap",0.709,0.643,7,-4.687,1,0.515,0.273,0,0.134,0.832,93.812,4
1qX60AWhm4aamC3hXECaeD,"567CChDKZrtF4rnk2r5JeP","Sold The Soul","In The Beginning: Before The Heavens","Blu & Exile",2017-10-20,114478,26,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:30:59Z,"alternative hip hop,jazz rap",0.857,0.511,11,-7.616,1,0.275,0.148,0.000891,0.124,0.645,91.96,4
3rknRtghzrvPvc175inFq3,"567CChDKZrtF4rnk2r5JeP","Stress Off The Chest","In The Beginning: Before The Heavens","Blu & Exile",2017-10-20,181197,17,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:30:59Z,"alternative hip hop,jazz rap",0.792,0.715,6,-5.442,1,0.326,0.435,0,0.205,0.901,96.046,4
0dWOFwdXrbBUYqD9DLsoyK,"1Bl6wpkWCQ4KVgnASpvzzA","BLEACH","SATURATION III","BROCKHAMPTON",2017-12-15,273151,61,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:00Z,"boy band,rap",0.595,0.657,1,-6.498,0,0.183,0.462,0.000597,0.437,0.718,156.093,4
56IGGA6VwAbIni6KoN7VC5,"1Bl6wpkWCQ4KVgnASpvzzA","IF YOU PRAY RIGHT","GINGER","BROCKHAMPTON",2019-08-23,302360,42,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:00Z,"boy band,rap",0.471,0.496,7,-9.983,1,0.199,0.399,0.00083,0.378,0.569,160.093,4
4J2s7nWDdA7i92sojYX8RJ,"1anyVhU62p31KFi8MEzkbf","Juice","Acid Rap (10th Anniversary - Complete Edition)","Chance the Rapper",2023-04-30,215062,50,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:01Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap",0.814,0.531,7,-7.093,1,0.379,0.571,0,0.339,0.732,129.874,4
4NBQVFmu2R7lmRU3yoSMm4,"1anyVhU62p31KFi8MEzkbf,7Hjbimq43OgxaBRpFXic4x,07d5etnpjriczFBB8pxmRe","Everybody's Something","Acid Rap","Chance the Rapper,Saba,BJ The Chicago Kid",2013-04-30,276937,43,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:01Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,alternative r&b",0.551,0.459,1,-9.748,1,0.374,0.0662,0,0.373,0.511,69.156,4
0v9Wz8o0BT8DU38R4ddjeH,"1anyVhU62p31KFi8MEzkbf,55Aa2cqylxrFIXC767Z865,17lzZA2AlOHwCwFALHttmp","No Problem (feat. Lil Wayne & 2 Chainz)","Coloring Book","Chance the Rapper,Lil Wayne,2 Chainz",2016-05-27,304606,65,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:01Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,new orleans rap,atl hip hop,southern hip hop",0.652,0.795,11,-5.192,0,0.174,0.156,0,0.123,0.788,135.018,4
2fl0B0OaXjWbjHCQFx2O8W,"1anyVhU62p31KFi8MEzkbf,3KV3p5EY4AvKxOlhGHORLg,23EA28263XvtIrXuySX6oI","Summer Friends (feat. Jeremih & Francis & The Lights)","Coloring Book","Chance the Rapper,Jeremih,Francis and the Lights",2016-05-27,290316,52,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:02Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,r&b,southern hip hop,urban contemporary,art pop",0.693,0.426,8,-12.476,1,0.302,0.675,0.0000103,0.115,0.477,144.796,4
6VndlbaMjAscnEeqrVkMN2,"1anyVhU62p31KFi8MEzkbf","D.R.A.M. Sings Special","Coloring Book","Chance the Rapper",2016-05-27,101590,43,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:02Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap",0.404,0.206,3,-12.841,1,0.0409,0.939,0.075,0.138,0.214,148.005,4
2VQc9orzwE6a5qFfy54P6e,"1anyVhU62p31KFi8MEzkbf,4UodukR17NIQfNu5uaqm9B","Blessings (feat. Jamila Woods)","Coloring Book","Chance the Rapper,Jamila Woods",2016-05-27,221939,51,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:02Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,afrofuturism,alternative r&b",0.714,0.343,10,-7.641,1,0.38,0.723,0.00000548,0.102,0.372,72.348,4
6m9qPYXmhge2QhBLfFKnVF,"1anyVhU62p31KFi8MEzkbf","Same Drugs","Coloring Book","Chance the Rapper",2016-05-27,257775,58,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:03Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap",0.461,0.293,6,-9.52,1,0.0555,0.947,0.00000995,0.0936,0.531,180.297,4
0WCbhE2evMrIwRM0DlMy9k,"1anyVhU62p31KFi8MEzkbf,50co4Is1HCEo8bhOyUWKpn,6icQOAFXDZKsumw3YXyusw","Mixtape (feat. Young Thug & Lil Yachty)","Coloring Book","Chance the Rapper,Young Thug,Lil Yachty",2016-05-27,292910,46,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:03Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,atl hip hop,atl trap,gangster rap,melodic rap",0.838,0.43,1,-5.868,1,0.281,0.0498,0.0000159,0.0977,0.126,126.981,4
0jx8zY5JQsS4YEQcfkoc5C,"1anyVhU62p31KFi8MEzkbf,7Hjbimq43OgxaBRpFXic4x","Angels (feat. Saba)","Coloring Book","Chance the Rapper,Saba",2016-05-27,206240,52,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:03Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,alternative r&b",0.771,0.647,5,-5.127,0,0.376,0.294,0,0.37,0.678,155.914,4
3eze1OsZ1rqeXkKStNfTmi,"1anyVhU62p31KFi8MEzkbf,1uNFoZAHBGtllmzznpCI3s,23sYU61n9f1CzYi8NJhAXS","Juke Jam (feat. Justin Bieber & Towkio)","Coloring Book","Chance the Rapper,Justin Bieber,Towkio",2016-05-27,219683,58,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:04Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,canadian pop,pop",0.505,0.397,5,-9.349,1,0.324,0.716,0,0.0853,0.558,95.063,1
60xaS8mYBKUW4VQQ666N0T,"1anyVhU62p31KFi8MEzkbf,49O0SPoCoTiK2Nn2tOaHyU","All Night (feat. Knox Fortune)","Coloring Book","Chance the Rapper,Knox Fortune",2016-05-27,141542,65,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:04Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,chicago indie",0.704,0.777,2,-5.729,1,0.195,0.0358,0,0.151,0.392,111.921,4
0OT0cCKbSmSMRvyWeqEFBq,"1anyVhU62p31KFi8MEzkbf,0TkqXdyWLsssJH7okthMPQ,2uP6Mer05NJAZypWG5HSiK","How Great (feat. Jay Electronica & My cousin Nicole)","Coloring Book","Chance the Rapper,Jay Electronica,My cousin Nicole",2016-05-27,337423,47,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:04Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,alternative hip hop,drumless hip hop,psychedelic hip hop",0.439,0.483,2,-9.449,1,0.315,0.477,0,0.553,0.292,78.442,4
1Uq3IOIy1CUlHUgP6vWpum,"1anyVhU62p31KFi8MEzkbf,1RyvyyTE3xzB2ZywiAwp0i","Smoke Break (feat. Future)","Coloring Book","Chance the Rapper,Future",2016-05-27,226494,54,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:05Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,atl hip hop,southern hip hop",0.705,0.453,3,-8.174,1,0.196,0.257,0,0.143,0.283,124.942,4
2AgnbuzvnfPvq1sAYNB4pj,"1anyVhU62p31KFi8MEzkbf,3aQeKQSyrW4qWr35idm0cy,4akybxRTGHJZ1DXjLhJ1qu,5xI4mPixKfrCCspATqbpy3,1EpyA68dKpjf7jXmQL88Hy","Finish Line / Drown (feat. T-Pain, Kirk Franklin, Eryn Allen Kane & Noname)","Coloring Book","Chance the Rapper,T-Pain,Kirk Franklin,Eryn Allen Kane,Noname",2016-05-27,406983,49,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:05Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,dance pop,gangster rap,r&b,southern hip hop,urban contemporary,gospel,gospel r&b,alternative r&b,neo soul",0.456,0.609,7,-6.439,0,0.377,0.617,0,0.0724,0.41,86.368,4
4AFsRbaLKRWo3dDtjDFA2V,"73sIBHcqh3Z3NyqHKZ7FOL","Me and Your Mama","Awaken, My Love!","Childish Gambino",2016-12-02,379226,79,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:06Z,"atl hip hop,hip hop,rap",0.545,0.442,5,-12.111,1,0.0352,0.0104,0.0271,0.0664,0.242,118.073,3
0LUzqil3Sjdkm0Spxj8hLB,"73sIBHcqh3Z3NyqHKZ7FOL","Have Some Love","Awaken, My Love!","Childish Gambino",2016-12-02,224253,53,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:06Z,"atl hip hop,hip hop,rap",0.785,0.801,9,-6.495,1,0.0884,0.017,0.0141,0.68,0.951,148.184,4
4f9NhtxmU9krjPnfMUHVM5,"73sIBHcqh3Z3NyqHKZ7FOL","Boogieman","Awaken, My Love!","Childish Gambino",2016-12-02,216840,53,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:06Z,"atl hip hop,hip hop,rap",0.722,0.758,7,-8.147,1,0.0954,0.0953,0.196,0.21,0.637,88.01,4
5jSfKTSGeRp8ir8qaobdcJ,"73sIBHcqh3Z3NyqHKZ7FOL","Zombies","Awaken, My Love!","Childish Gambino",2016-12-02,281813,52,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:06Z,"atl hip hop,hip hop,rap",0.717,0.406,0,-12.195,1,0.0962,0.524,0.000832,0.0684,0.462,80.015,4
6FAgtiq7KiqrD2XINPFT7R,"73sIBHcqh3Z3NyqHKZ7FOL","Riot","Awaken, My Love!","Childish Gambino",2016-12-02,125120,54,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:07Z,"atl hip hop,hip hop,rap",0.503,0.947,5,-6.122,1,0.0697,0.000193,0.0000482,0.438,0.548,91.326,4
1O9XLPG67dHptqmOPv578s,"73sIBHcqh3Z3NyqHKZ7FOL","California","Awaken, My Love!","Childish Gambino",2016-12-02,165266,52,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:07Z,"atl hip hop,hip hop,rap",0.877,0.445,3,-11.01,1,0.548,0.324,0,0.116,0.852,148.936,4
6UKb1qcw5jqmoVeln2i3ZL,"73sIBHcqh3Z3NyqHKZ7FOL","Terrified","Awaken, My Love!","Childish Gambino",2016-12-02,255466,57,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:08Z,"atl hip hop,hip hop,rap",0.482,0.391,0,-11.508,0,0.0522,0.406,0.471,0.0985,0.107,139.574,4
5xaZtThStjYVrv7vCs6mSQ,"73sIBHcqh3Z3NyqHKZ7FOL","Baby Boy","Awaken, My Love!","Childish Gambino",2016-12-02,382093,58,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:08Z,"atl hip hop,hip hop,rap",0.539,0.359,2,-9.812,0,0.0372,0.101,0.541,0.0899,0.721,200.082,3
6ouqFJzORAuvKAOZZr0IRM,"73sIBHcqh3Z3NyqHKZ7FOL","The Night Me and Your Mama Met","Awaken, My Love!","Childish Gambino",2016-12-02,214080,54,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:08Z,"atl hip hop,hip hop,rap",0.606,0.12,1,-14.614,0,0.0295,0.968,0.307,0.0626,0.125,134.006,3
2rGS4ipEZzldN0EpcfH3PK,"73sIBHcqh3Z3NyqHKZ7FOL","Stand Tall","Awaken, My Love!","Childish Gambino",2016-12-02,370773,53,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:09Z,"atl hip hop,hip hop,rap",0.402,0.245,2,-13.626,0,0.0365,0.699,0.00464,0.126,0.118,88,4
42d65HLPpUBlMaKeaMt3FX,"73sIBHcqh3Z3NyqHKZ7FOL","Fire Fly","Camp","Childish Gambino",2011-11-15,203053,58,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:09Z,"atl hip hop,hip hop,rap",0.67,0.887,11,-4.121,0,0.231,0.146,0,0.271,0.489,87.481,4
0zo4aX57COch7Wh3NRImTM,"73sIBHcqh3Z3NyqHKZ7FOL","Heartbeat","Camp","Childish Gambino",2011-11-15,269840,79,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:09Z,"atl hip hop,hip hop,rap",0.8,0.545,1,-7.002,0,0.127,0.00369,0.000461,0.0445,0.294,119.954,4
3VTI5UP1CFB5RpjrhaqiSF,"73sIBHcqh3Z3NyqHKZ7FOL","That Power","Camp","Childish Gambino",2011-11-15,462253,49,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:09Z,"atl hip hop,hip hop,rap",0.42,0.677,7,-7.334,1,0.181,0.111,0,0.132,0.688,82.219,4
0kErPGykp7EJo7L5fx8YjB,"73sIBHcqh3Z3NyqHKZ7FOL,1anyVhU62p31KFi8MEzkbf","I. The Worst Guys","Because the Internet","Childish Gambino,Chance the Rapper",2013-12-10,219739,62,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:10Z,"atl hip hop,hip hop,rap,chicago rap,conscious hip hop,pop rap,trap",0.589,0.639,5,-7.558,0,0.111,0.0565,0,0.0623,0.346,97.077,4
4B2SZCQNf9uTee0pPO4cD7,"73sIBHcqh3Z3NyqHKZ7FOL","II. Shadows","Because the Internet","Childish Gambino",2013-12-10,231746,55,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:10Z,"atl hip hop,hip hop,rap",0.612,0.729,1,-9.802,1,0.189,0.09,0.0275,0.332,0.391,116.33,4
3x4I4nRuZp5NdtGvCPw6Ms,"73sIBHcqh3Z3NyqHKZ7FOL,0399oiMcmbOzzsYQDNYqxn","IV. Sweatpants","Because the Internet","Childish Gambino,JasonMartin",2013-12-10,180675,67,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:10Z,"atl hip hop,hip hop,rap,cali rap,hyphy",0.712,0.463,1,-9.33,0,0.143,0.152,0,0.642,0.593,80.029,4
2iYnN1zRkPxSaDmPGPd1YI,"73sIBHcqh3Z3NyqHKZ7FOL","II. Zealots of Stockholm [Free Information]","Because the Internet","Childish Gambino",2013-12-10,290705,49,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:11Z,"atl hip hop,hip hop,rap",0.299,0.403,1,-11.769,1,0.0618,0.0883,0.000361,0.275,0.0966,148.247,3
4OfESCGOUVZMuGvppCU51j,"73sIBHcqh3Z3NyqHKZ7FOL,5ZS223C6JyBfXasXxrRqOk","I. Pink Toes","Because the Internet","Childish Gambino,Jhené Aiko",2013-12-10,207066,60,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:11Z,"atl hip hop,hip hop,rap,r&b",0.472,0.619,7,-9.512,1,0.0717,0.0592,0.00019,0.575,0.353,80.242,4
1XJXebSUqjmat7YmuMc5HK,"73sIBHcqh3Z3NyqHKZ7FOL","III. Life: The Biggest Troll [Andrew Auernheimer]","Because the Internet","Childish Gambino",2013-12-10,342048,49,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:11Z,"atl hip hop,hip hop,rap",0.581,0.607,1,-7.803,1,0.213,0.018,0,0.111,0.498,80.108,4
09imUl1oyaB2R86qBgEhCN,"73sIBHcqh3Z3NyqHKZ7FOL,21UPYSRWFKwtqvSAnFnSvS,08PvCOlef4xdOr20jFSTPd","Talk My Shit (feat. Amaarae & Flo Milli)","Bando Stone and The New World","Childish Gambino,Amaarae,Flo Milli",2024-07-19,225906,69,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:12Z,"atl hip hop,hip hop,rap,afro r&b,afrobeats,alternative r&b,ghanaian alternative,ghanaian pop,viral rap",0.778,0.674,10,-7.66,1,0.0967,0.0121,0.0000633,0.688,0.411,141.079,4
2pNYM3OcS7WdCW13TuhMeK,"73sIBHcqh3Z3NyqHKZ7FOL","Yoshinoya","Bando Stone and The New World","Childish Gambino",2024-07-19,202409,70,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:12Z,"atl hip hop,hip hop,rap",0.415,0.839,10,-9.862,0,0.537,0.0682,0,0.428,0.614,163.915,4
3YHhWdTlWjIML155CvcH4F,"5HJ2kX5UTwN4Ns8fB5Rn1I","Say the Name","Visions of Bodies Being Burned","clipping.",2020-10-23,299605,40,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:13Z,"escape room,experimental hip hop,industrial hip hop",0.455,0.426,2,-9.406,1,0.0475,0.172,0.0843,0.168,0.04,84.643,4
3cPpBWJxHQmfFw2kwPZt6g,"5HJ2kX5UTwN4Ns8fB5Rn1I,4801sdBxePkTFNoJHn88Nw","'96 Neve Campbell","Visions of Bodies Being Burned","clipping.,Cam & China",2020-10-23,201226,33,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:13Z,"escape room,experimental hip hop,industrial hip hop",0.763,0.613,1,-8.276,1,0.344,0.0468,0,0.3,0.436,99.287,4
6VWsWgliFma9IFL2NlQ1H7,"5HJ2kX5UTwN4Ns8fB5Rn1I","Check the Lock","Visions of Bodies Being Burned","clipping.",2020-10-23,217322,43,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:13Z,"escape room,experimental hip hop,industrial hip hop",0.815,0.69,9,-8.089,1,0.261,0.0964,0.0000474,0.235,0.381,101.004,4
0LiKzKhfuDctZr0LqyRDU0,"2GHclqNVjqGuiE5mA7BEoc","Book Of Life","Resurrection","Common",1994-10-25,305933,24,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:14Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop",0.713,0.624,10,-12.652,0,0.37,0.0788,0,0.0667,0.737,86.109,4
3wauST900TNdlPA66c7TdI,"2GHclqNVjqGuiE5mA7BEoc","Blue Sky","The Dreamer, The Believer","Common",2011-12-20,243933,30,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:14Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop",0.387,0.775,3,-5.349,0,0.0515,0.0933,0,0.352,0.162,122.43,5
7hpHYdxRcjgmkidW4DdqI3,"2GHclqNVjqGuiE5mA7BEoc","Retrospect for Life","One Day It'll All Make Sense","Common",1997-09-30,383333,29,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:14Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop",0.686,0.419,1,-12.461,1,0.235,0.0189,0.00000439,0.778,0.306,87.908,4
56TQRladBH4aynPSNbQDTt,"2GHclqNVjqGuiE5mA7BEoc","Pyramids","Black America Again","Common",2016-11-04,210360,19,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:15Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop",0.583,0.911,4,-6.062,0,0.356,0.508,0,0.376,0.514,130.934,5
11aFVmFy8903RwDx4ohQiq,"2GHclqNVjqGuiE5mA7BEoc","Be (Intro)","Be","Common",2005-01-01,144200,53,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:16Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop",0.62,0.755,7,-8.439,0,0.0917,0.225,0,0.468,0.191,93.703,4
4JNTpbntShpUpACDUzwHV5,"2GHclqNVjqGuiE5mA7BEoc","GO!","Be","Common",2005-01-01,224160,55,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:17Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop",0.838,0.763,10,-11.132,0,0.227,0.0914,0.0000139,0.123,0.544,104.957,4
5GO4rpfnM2lghVqEulTJUf,"2GHclqNVjqGuiE5mA7BEoc,5y2Xq6xcjJb2jVM54GHK3t,5K4W6rqBFWDnAN6FQUkS6x","They Say","Be","Common,John Legend,Kanye West",2005-01-01,237040,47,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:17Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop,neo soul,pop,pop soul,urban contemporary,rap",0.654,0.702,4,-7.419,0,0.222,0.183,0.00000893,0.0705,0.814,94.839,4
4Gqh7XRuYd4TtFFqooSyrv,"2GHclqNVjqGuiE5mA7BEoc","Real People","Be","Common",2005-01-01,168160,37,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:17Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop",0.486,0.817,4,-8.906,0,0.273,0.119,0,0.375,0.661,91.733,4
13YyYNBofurxZCNYiFDibB,"2GHclqNVjqGuiE5mA7BEoc","Faithful","Be","Common",2005-01-01,213080,43,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:18Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop",0.746,0.844,4,-8.154,1,0.191,0.113,0.0000871,0.39,0.511,90.852,4
7qiCLJzwFyyyjckrYHVkOh,"2GHclqNVjqGuiE5mA7BEoc,3BeQqzKdlARoOd6y30kCO2","Dreamin'","The Auditorium Vol. 1","Common,Pete Rock",2024-07-12,240813,50,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:18Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop,east coast hip hop,instrumental hip hop,jazz rap",0.64,0.869,2,-2.837,1,0.203,0.067,0,0.491,0.601,88.929,4
20SWnAlDGcswjHSKIrwDb8,"2GHclqNVjqGuiE5mA7BEoc,3BeQqzKdlARoOd6y30kCO2","This Man","The Auditorium Vol. 1","Common,Pete Rock",2024-07-12,242579,50,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:19Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop,east coast hip hop,instrumental hip hop,jazz rap",0.484,0.906,6,-2.072,0,0.283,0.00955,0,0.31,0.746,177.866,4
09H9NP2iQtdS9opcX0xgtv,"2GHclqNVjqGuiE5mA7BEoc,3BeQqzKdlARoOd6y30kCO2","Wise Up","The Auditorium Vol. 1","Common,Pete Rock",2024-07-12,227403,46,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:19Z,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop,east coast hip hop,instrumental hip hop,jazz rap",0.313,0.946,10,-3.252,0,0.49,0.0645,0,0.198,0.475,175.108,4
0thS0PbggKFL8lyHgWCn32,"7EA0bLf8dXCIUkwC3lnaJa","Dance For Me [Deluxe Edition]","Dirty Acres [Deluxe Edition]","Cunninlynguists",2010-02-02,200200,20,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:20Z,"alternative hip hop,underground rap",0.756,0.674,6,-9.548,1,0.142,0.126,0.0467,0.115,0.644,88.002,4
2clTQSB53UFmUnlfHDUTOZ,"7EA0bLf8dXCIUkwC3lnaJa","Never Know Why","A Piece Of Strange","Cunninlynguists",2006-01-24,231866,21,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:20Z,"alternative hip hop,underground rap",0.536,0.527,2,-9.31,1,0.198,0.494,0.00474,0.526,0.471,89.089,4
6qfna7A7WvUwyNoqVwbhnc,"7EA0bLf8dXCIUkwC3lnaJa","Love Ain't (f. Tonedeff) [Deluxe Edition]","Southernunderground [Deluxe Edition]","Cunninlynguists",2010-02-02,241533,26,spotify:user:7oy1cahboqkwjull3fqfl083i,2024-08-19T16:31:20Z,"alternative hip hop,underground rap",0.669,0.768,7,-7.101,1,0.325,0.648,0.00361,0.671,0.556,93.948,4
